gene_set_source,gene_set_id,gene_set_label,gene_set_type,gene_set_size,cell_class,within_species_meanROC,human_meanROC,marmoset_meanROC,mouse_meanROC,human_marmoset_meanROC,human_mouse_meanROC,marmoset_mouse_meanROC
HGNC,896,Atypical dual specificity phosphatases,Other,18,Glutamatergic,0.53342468,0.520617415,0.521823188,0.557833436,0.500382575,0.504826852,0.513858164
HGNC,361,WAP four-disulfide core domain containing,Other,18,GABAergic,0.533389783,0.548615197,0.5532616,0.498292553,0.549603944,0.525147374,0.494659902
HGNC,40,Acyl-CoA synthetase family,Other,27,GABAergic,0.533380851,0.518940543,0.525482037,0.555719973,0.504140615,0.494824135,0.530575827
SynGO,GO:0016081,synaptic vesicle docking,Signaling,5,Glutamatergic,0.533366047,0.524497852,0.509831915,0.565768373,0.51738759,0.49523405,0.497631223
HGNC,210,Nucleotide like receptors,Signaling,12,Glutamatergic,0.533190896,0.532916878,0.531310521,0.535345287,0.517324306,0.518791939,0.488758625
HGNC,415,V-type ATPases,Other,23,Glutamatergic,0.533124133,0.534560177,0.520045625,0.544766598,0.514990946,0.513669987,0.499411841
HGNC,739,Serpin peptidase inhibitors,Other,37,GABAergic,0.533113638,0.536205558,0.49186742,0.571267934,0.494664175,0.479339334,0.518529307
HGNC,692,Protein disulfide isomerases,Other,21,GABAergic,0.533057769,0.5357801,0.53162149,0.531771718,0.509953661,0.507814635,0.504943904
HGNC,639,Mitochondrial respiratory chain complexes,Other,97,Glutamatergic,0.533048123,0.525826112,0.540461361,0.532856897,0.508975046,0.509495981,0.497751893
SynGO,GO:0098887,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Signaling,7,GABAergic,0.53297598,0.553481467,0.516028216,0.529418256,0.522062591,0.4928757,0.499357228
HGNC,73,Zinc fingers CCCH-type,Other,38,GABAergic,0.532763437,0.530817366,0.538474454,0.52899849,0.522616747,0.503342572,0.489075328
HGNC,1368,Iron (II) and 2-oxoglutarate dependent oxygenases,Other,30,GABAergic,0.532671682,0.540201901,0.524590369,0.533222776,0.513711965,0.506632527,0.504551074
HGNC,1979,IFT-B complex,Other,17,Glutamatergic,0.532636542,0.518056741,0.564995236,0.51485765,0.509826368,0.501931223,0.505119381
HGNC,1388,Src family tyrosine kinases,Other,9,GABAergic,0.532611495,0.507691438,0.535574035,0.554569013,0.519721027,0.506423216,0.507217852
HGNC,73,Zinc fingers CCCH-type,Other,38,Glutamatergic,0.532585514,0.539291753,0.528646525,0.529818265,0.51849938,0.482920252,0.50691178
HGNC,1071,Acid phosphatases,Other,8,GABAergic,0.532356602,0.529212903,0.526038329,0.541818574,0.512829611,0.493379687,0.510808702
HGNC,1302,Adenosine deaminase family,Other,14,Glutamatergic,0.532241765,0.53023856,0.544817601,0.521669135,0.514005181,0.49478654,0.675067646
HGNC,658,Myosin binding proteins,Other,8,Glutamatergic,0.532173343,0.563512399,0.48458614,0.548421489,0.509646818,0.514883523,0.410637402
HGNC,1111,ESCRT complexes,Other,30,Glutamatergic,0.532162867,0.521839172,0.529161782,0.545487648,0.511866178,0.503722747,0.508950739
HGNC,894,Astacins,Other,6,GABAergic,0.532054656,0.58753831,0.548548756,0.4600769,0.512067448,0.481516368,0.481104503
HGNC,1291,BAR-PH domain containing,Other,16,GABAergic,0.532010691,0.523830091,0.522946372,0.549255609,0.510403074,0.507260078,0.516288696
HGNC,910,FKBP prolyl isomerases,Other,18,GABAergic,0.531968704,0.527524329,0.530429003,0.537952782,0.516422459,0.5080568,0.510882757
HGNC,978,CKLF like MARVEL transmembrane domain containing,Other,8,Glutamatergic,0.531855583,0.510327719,0.581509693,0.503729338,0.52868036,0.503100704,0.512994017
HGNC,1051,Nucleoporins,Other,30,Glutamatergic,0.53167143,0.522118482,0.538614646,0.534281161,0.509181257,0.5037406,0.506377023
HGNC,518,HOXL subclass homeoboxes,Other,52,Glutamatergic,0.531629813,0.485773739,0.597334538,0.511781162,0.470986564,0.477830917,0.475815642
HGNC,1258,AP-1 transcription factor ,Other,7,Glutamatergic,0.531605009,0.522270715,0.551006777,0.521537536,0.521679861,0.509172639,0.492379146
HGNC,1855,Nectins and nectin-like molecules,Other,10,GABAergic,0.531548095,0.525778662,0.533725702,0.535139921,0.52074452,0.513784416,0.513168597
HGNC,1416,Transposable element derived genes,Other,121,Glutamatergic,0.53152716,0.526655089,0.521499149,0.546427242,0.503699036,0.492391942,0.520460323
HGNC,104,Aminopeptidases,Other,17,GABAergic,0.531420353,0.538700075,0.520613938,0.534947045,0.511534071,0.521055777,0.49918467
SynGO,GO:0001504,neurotransmitter uptake,Signaling,5,GABAergic,0.531388922,0.517354502,0.481552607,0.595259656,0.480632771,0.517903712,0.511118865
HGNC,548,FA complementation groups,Other,22,GABAergic,0.531384939,0.542835968,0.543624459,0.50769439,0.519431408,0.504451179,0.501669647
SynGO,GO:0097401,synaptic vesicle proton loading,Signaling,15,Glutamatergic,0.531346034,0.530363688,0.520082258,0.543592155,0.51515596,0.514481063,0.495282444
HGNC,646,Mitochondrial ribosomal proteins,Other,79,Glutamatergic,0.531335419,0.532849394,0.516362217,0.544794646,0.505374478,0.499484653,0.496403153
HGNC,831,Phosphatidylinositol 3-kinase subunits,Signaling,8,Glutamatergic,0.530971714,0.52284165,0.534648461,0.535425031,0.51600017,0.509358503,0.496052613
HGNC,782,Tumor necrosis factor receptor superfamily,Signaling,29,GABAergic,0.530944766,0.544241364,0.525762534,0.522830401,0.512726151,0.507015658,0.496200365
HGNC,591,C1-set domain containing,Other,42,Glutamatergic,0.530905317,0.582487103,0.507120349,0.5031085,0.510279768,0.493699974,0.492664238
HGNC,407,Arachidonate lipoxygenases,Other,6,Glutamatergic,0.530876658,0.567233525,0.523295822,0.502100626,0.517247503,0.47637762,0.526682584
HGNC,1832,Thioesterase superfamily,Other,14,Glutamatergic,0.530870864,0.56351462,0.519271289,0.509826683,0.502624267,0.510003367,0.502956813
HGNC,1055,Exocyst complex,Other,9,Glutamatergic,0.530743253,0.551211309,0.519622088,0.521396363,0.520052429,0.514967975,0.495902135
HGNC,12,Vesicle associated membrane proteins,Other,8,GABAergic,0.530726328,0.529870121,0.524098351,0.538210511,0.529384349,0.531370033,0.518700231
HGNC,552,Fatty acid hydroxylase domain containing,Other,6,GABAergic,0.530682551,0.564041769,0.500940519,0.527065364,0.51588705,0.528034119,0.511358849
HGNC,486,Lysine acetyltransferases,Other,22,GABAergic,0.530564981,0.533581112,0.537772218,0.520341613,0.512879152,0.497825117,0.489451058
HGNC,1166,Helicases,Other,109,Glutamatergic,0.53051405,0.521696687,0.539613364,0.530232099,0.504569158,0.492787588,0.524150092
HGNC,690,Proteasome,Other,43,Glutamatergic,0.530477369,0.523810484,0.530315809,0.537305813,0.509595709,0.500066793,0.502464177
HGNC,1113,Spectrins,Other,7,Glutamatergic,0.530208625,0.545262876,0.541192708,0.50417029,0.528764944,0.507434948,0.510893936
HGNC,1636,Granule associated serine proteases of immune defence,Other,12,GABAergic,0.530206745,0.57008082,0.490419229,0.530120187,0.494158351,0.50694014,0.505484721
HGNC,648,Mucins,Other,21,Glutamatergic,0.530121533,0.511983671,0.570207171,0.508173756,0.510417925,0.499966515,0.511896649
HGNC,1436,Actin related proteins,Other,20,Glutamatergic,0.529952445,0.522177365,0.524185599,0.543494372,0.506425565,0.515282522,0.507525935
HGNC,74,Zinc fingers CCHC-type,Other,24,Glutamatergic,0.529758227,0.52925079,0.530924897,0.529098996,0.521095991,0.502165917,0.50008873
HGNC,948,Toll like receptors,Signaling,10,Glutamatergic,0.529727591,0.570743859,0.511247668,0.507191246,0.531619313,0.507399401,0.538424182
HGNC,487,Lysine methyltransferases,Other,34,GABAergic,0.529654302,0.533100709,0.537056222,0.518805975,0.509850147,0.497308412,0.507782348
HGNC,1073,Sugar phosphatases,Other,15,GABAergic,0.52960443,0.530139335,0.530831538,0.527842416,0.513386875,0.510923043,0.499032915
HGNC,896,Atypical dual specificity phosphatases,Other,18,GABAergic,0.529510487,0.524159981,0.525801627,0.538569852,0.509788484,0.510783968,0.493781072
HGNC,1258,AP-1 transcription factor ,Other,7,GABAergic,0.529482782,0.525804496,0.51429398,0.548349869,0.503722369,0.508447823,0.511050909
HGNC,565,General transcription factors,Other,43,GABAergic,0.529341813,0.541460102,0.520672374,0.525892963,0.518198469,0.50972526,0.495485406
HGNC,1188,Desmosomal cadherins,Other,7,GABAergic,0.529234334,0.493106241,0.51074517,0.583851591,0.498546567,0.469240253,0.495025887
HGNC,74,Zinc fingers CCHC-type,Other,24,GABAergic,0.52922941,0.509568686,0.527611202,0.550508342,0.502855028,0.495798356,0.503116979
HGNC,717,Receptor accessory proteins,Signaling,6,GABAergic,0.529160813,0.537703104,0.521935447,0.527843889,0.520111101,0.50725404,0.537299354
HGNC,89,Zinc fingers RANBP2-type ,Other,21,Glutamatergic,0.529110644,0.544451875,0.52445526,0.518424796,0.513842781,0.503315214,0.504534424
HGNC,518,HOXL subclass homeoboxes,Other,52,GABAergic,0.528930978,0.518989054,0.536368783,0.531435097,0.483340359,0.521246214,0.502373334
HGNC,544,Exonucleases,Other,16,GABAergic,0.528820202,0.540464941,0.52947783,0.516517834,0.523234425,0.504739684,0.486954133
HGNC,1144,YIP family,Other,18,GABAergic,0.528712498,0.528505153,0.527708718,0.529923625,0.516637114,0.516605118,0.532046404
HGNC,728,S ribosomal proteins,Other,34,Glutamatergic,0.528596696,0.546261119,0.515264321,0.524264649,0.508459495,0.505038826,0.4949546
SynGO,GO:0051580,regulation of neurotransmitter uptake,Signaling,5,Glutamatergic,0.528536065,0.539038223,0.507672991,0.538896981,0.516539321,0.524939864,0.488326092
HGNC,780,Tudor domain containing,Other,37,GABAergic,0.528433476,0.520174444,0.529375219,0.535750767,0.513276662,0.511712529,0.504322873
HGNC,468,Caspases,Other,13,Glutamatergic,0.528390647,0.535229017,0.517360363,0.532582561,0.499149188,0.518595754,0.502188593
HGNC,974,Acyl-CoA dehydrogenase family,Other,11,GABAergic,0.528300506,0.516290117,0.546083416,0.522527985,0.509378131,0.49746646,0.485933369
HGNC,1470,Glutathione S-transferases,Other,26,Glutamatergic,0.528287116,0.536035527,0.514471875,0.534353945,0.508233588,0.501643932,0.506398067
HGNC,1510,Spliceosomal C complex,Other,79,Glutamatergic,0.528286491,0.526340281,0.515714191,0.542805,0.50641852,0.493689897,0.496451479
SynGO,GO:0098700,synaptic vesicle neurotransmitter loading,Signaling,6,Glutamatergic,0.528271404,0.551794746,0.503006353,0.530013111,0.516194015,0.518333517,0.497823133
HGNC,1999,CMG helicase complex,Other,11,Glutamatergic,0.528152842,0.562428449,0.522740584,0.499289494,0.500120346,0.495184604,0.505132931
HGNC,939,Plakins,Other,8,GABAergic,0.528082377,0.523156613,0.519166593,0.541923924,0.504572237,0.525199958,0.504119454
HGNC,1073,Sugar phosphatases,Other,15,Glutamatergic,0.52807976,0.516489175,0.521601661,0.546148445,0.501296291,0.504481766,0.505729852
HGNC,558,F-box and leucine rich repeat proteins,Other,21,Glutamatergic,0.527883715,0.524918832,0.524394848,0.534337465,0.503368074,0.50327954,0.509668718
HGNC,1520,Minor spliceosome,Other,38,Glutamatergic,0.527828828,0.520378459,0.533861498,0.529246527,0.511031644,0.504001319,0.49608962
HGNC,500,DEAH-box helicases,Other,16,GABAergic,0.527814143,0.520817662,0.527361486,0.535263281,0.515819479,0.512690728,0.508088216
HGNC,666,NLR family,Other,25,Glutamatergic,0.527686646,0.530525009,0.535179783,0.517355145,0.499456937,0.509166543,0.493368495
HGNC,485,Lysine demethylases,Other,24,GABAergic,0.527650665,0.533087048,0.527667421,0.522197525,0.516509325,0.506407763,0.498540282
HGNC,632,Calycin structural superfamily,Other,35,Glutamatergic,0.527604213,0.558820804,0.50726034,0.516731494,0.506545065,0.491243042,0.517747057
HGNC,1457,Tec family tyrosine kinases,Other,5,Glutamatergic,0.527377745,0.487164816,0.532092099,0.56287632,0.493994167,0.533536449,0.495153861
SynGO,GO:0099502,calcium-dependent activation of synaptic vesicle fusion,Signaling,6,Glutamatergic,0.527346677,0.548203138,0.531985543,0.501851349,0.522088703,0.487898926,0.509408891
HGNC,1277,BCL2 homology region 3 (BH3) only,Other,11,Glutamatergic,0.527274189,0.52369965,0.542152349,0.515970567,0.509439255,0.497658636,0.493833552
HGNC,1116,ESCRT-I,Other,9,Glutamatergic,0.527258552,0.518042717,0.52206234,0.541670599,0.503053055,0.508238442,0.50665576
HGNC,1197,PR/SET domain family,Other,17,GABAergic,0.527230634,0.544983824,0.511439015,0.525269063,0.51154143,0.498907832,0.50462499
SynGO,GO:0098839,postsynaptic density membrane,Signaling,5,GABAergic,0.527184317,0.511983922,0.497066547,0.572502481,0.497341188,0.496574015,0.494131089
HGNC,486,Lysine acetyltransferases,Other,22,Glutamatergic,0.527078536,0.525395493,0.554884031,0.500956084,0.508148884,0.490642259,0.505984343
HGNC,646,Mitochondrial ribosomal proteins,Other,79,GABAergic,0.527028639,0.524948085,0.521249653,0.534888179,0.500559608,0.505824928,0.504265093
HGNC,104,Aminopeptidases,Other,17,Glutamatergic,0.526987353,0.535623278,0.522225833,0.523112946,0.512217223,0.489848512,0.510493683
HGNC,1518,Major spliceosome,Other,145,Glutamatergic,0.526888171,0.528172136,0.515579902,0.536912477,0.507513159,0.49301909,0.497406278
HGNC,1372,C1q and TNF related ,Other,18,GABAergic,0.526824935,0.592339461,0.500977717,0.487157627,0.508588628,0.493052297,0.551228265
HGNC,314,Gap junction proteins,Other,22,GABAergic,0.526708101,0.510815338,0.57035657,0.498952395,0.516281634,0.511700773,0.499142354
HGNC,974,Acyl-CoA dehydrogenase family,Other,11,Glutamatergic,0.526575471,0.525500831,0.545753386,0.508472196,0.5025698,0.494740089,0.498699812
HGNC,498,DDB1 and CUL4 associated factors,Other,18,GABAergic,0.526519119,0.521284112,0.538003919,0.520269325,0.5210079,0.507597645,0.499894499
HGNC,441,Glucosaminyl (N-acetyl) transferases/xylosyltransferases,Other,7,Glutamatergic,0.526460612,0.520308163,0.533951605,0.525122068,0.472961435,0.48766104,0.470857196
HGNC,470,Cathepsins,Other,15,GABAergic,0.526328357,0.540697543,0.526733977,0.511553552,0.515753647,0.49965986,0.501581379
HGNC,1671,Adaptor related protein complex 1,Other,8,Glutamatergic,0.526318104,0.547138173,0.510747421,0.521068719,0.505384985,0.498790379,0.545444312
HGNC,596,Importins,Other,18,GABAergic,0.526309534,0.537944566,0.516602413,0.524381622,0.511232374,0.51169831,0.505181681
HGNC,1999,CMG helicase complex,Other,11,GABAergic,0.526287595,0.530965453,0.52796365,0.519933684,0.51554703,0.500706417,0.496933644
HGNC,519,NKL subclass homeoboxes and pseudogenes,Other,67,Glutamatergic,0.526229137,0.551191696,0.514283749,0.513211967,0.499177349,0.514568536,0.517892947
HGNC,1639,Complement system regulators and receptors,Signaling,29,Glutamatergic,0.52614991,0.519972716,0.520135699,0.538341316,0.494502258,0.484323416,0.532385281
HGNC,1428,"G protein subunits alpha, group i",Signaling,8,Glutamatergic,0.526013721,0.516530821,0.520426612,0.541083732,0.50791701,0.512401522,0.517334862
HGNC,637,MAX dimerization proteins,Other,7,GABAergic,0.52586227,0.537132228,0.520214705,0.520239878,0.510316264,0.510106543,0.511982743
HGNC,1277,BCL2 homology region 3 (BH3) only,Other,11,GABAergic,0.525703189,0.519728619,0.511429832,0.545951116,0.491977652,0.508708567,0.503585334
HGNC,629,Galectins,Other,15,Glutamatergic,0.525632816,0.527314669,0.535228892,0.514354887,0.500150006,0.502652249,0.509109796
HGNC,1576,Constitutive centromere associated network,Other,17,GABAergic,0.525579805,0.51913077,0.511373499,0.546235148,0.500762008,0.511521233,0.506590896
HGNC,1168,RNA helicases,Other,80,Glutamatergic,0.525567144,0.512298022,0.536962934,0.527440475,0.504050967,0.49654822,0.51832049
SynGO,GO:0150052,regulation of postsynapse assembly,Signaling,7,GABAergic,0.525528928,0.522131463,0.514189976,0.540265345,0.500558425,0.507725836,0.5155699
HGNC,903,Myotubularins,Other,15,GABAergic,0.525493984,0.535963034,0.520760329,0.519758588,0.509840038,0.503699969,0.49833927
HGNC,1111,ESCRT complexes,Other,30,GABAergic,0.525306791,0.521437367,0.515187541,0.539295464,0.508256867,0.510574905,0.499999146
HGNC,286,"G protein-coupled receptors, Class F frizzled",Signaling,11,Glutamatergic,0.525275998,0.583399228,0.493735274,0.498693492,0.493400738,0.491874089,0.516053971
HGNC,922,Peptidylprolyl isomerases,Other,39,GABAergic,0.525230201,0.522958411,0.522903517,0.529828674,0.509224188,0.505192083,0.497744541
HGNC,680,Phosphatidylinositol glycan anchor biosynthesis,Other,21,Glutamatergic,0.525188024,0.517481575,0.525938475,0.532144022,0.505516984,0.496947531,0.502651922
HGNC,42,SCAN domain containing,Other,58,GABAergic,0.525100822,0.516011956,0.524550903,0.534739606,0.517974586,0.520250793,0.497767455
HGNC,1235,Diacylglycerol O-acyltransferase 2 family,Other,8,GABAergic,0.525080583,0.545659682,0.533894803,0.495687263,0.521532839,0.520336511,0.502917129
HGNC,816,Chitinases,Other,7,GABAergic,0.525065004,0.545654914,0.521410064,0.508130033,0.528672128,0.516818765,0.495834546
SynGO,SYNGO:postsyn_ribosome,SYNGO:postsyn_ribosome,Signaling,70,GABAergic,0.525034098,0.53694345,0.505514217,0.532644628,0.504801039,0.513404267,0.495606442
HGNC,773,Transglutaminases,Other,9,GABAergic,0.524936425,0.535237708,0.532210487,0.507361082,0.479652894,0.503397835,0.512197788
HGNC,680,Phosphatidylinositol glycan anchor biosynthesis,Other,21,GABAergic,0.524923892,0.511556196,0.529693919,0.53352156,0.501712413,0.499636884,0.498316141
HGNC,1053,14-3-3 phospho-serine/phospho-threonine binding proteins,Other,7,GABAergic,0.524880946,0.536073978,0.505182333,0.533386526,0.507823523,0.511696294,0.520995681
HGNC,41,Acyl-CoA thioesterases,Other,10,Glutamatergic,0.524825271,0.545651922,0.520466022,0.50835787,0.506462325,0.50731881,0.499270368
HGNC,958,Membrane spanning 4-domains,Other,18,Glutamatergic,0.524748543,0.513002503,0.538083639,0.523159488,0.478758032,0.49943116,0.515558085
HGNC,1259,SNAG transcriptional repressors,Other,10,Glutamatergic,0.524631099,0.515447886,0.542797638,0.515647773,0.500724391,0.505737721,0.491742226
HGNC,660,N-alpha-acetyltransferase subunits,Other,13,Glutamatergic,0.524603902,0.523325202,0.515823782,0.534662721,0.514149198,0.505785187,0.50890462
HGNC,1883,Thioredoxin domain containing ,Other,17,Glutamatergic,0.524602803,0.522571884,0.530007494,0.52122903,0.507663984,0.495415789,0.500790561
HGNC,205,Lysophosphatidic acid receptors,Signaling,6,GABAergic,0.52444137,0.551759373,0.501885127,0.51967961,0.464556076,0.483905602,0.51449535
HGNC,535,DNA polymerases,Other,25,GABAergic,0.524419884,0.52706527,0.524637147,0.521557235,0.515771202,0.510436784,0.502079842
HGNC,1153,Regulatory factor X family,Other,8,Glutamatergic,0.524345935,0.509777883,0.521551606,0.541708316,0.510475022,0.512693438,0.489246882
HGNC,457,BRICHOS domain containing,Other,9,GABAergic,0.524345071,0.550532451,0.504374311,0.518128451,0.508626171,0.510824881,0.511925451
HGNC,468,Caspases,Other,13,GABAergic,0.524334995,0.530509607,0.526004552,0.516490825,0.509231679,0.49464693,0.515115866
HGNC,1058,ATAC complex,Other,13,GABAergic,0.524208981,0.531511373,0.52173422,0.519381351,0.501117451,0.510143666,0.497929117
HGNC,640,Mitochondrial complex I: NADH:ubiquinone oxidoreductase subunits,Other,44,Glutamatergic,0.524094369,0.507518304,0.527284868,0.537479936,0.503389853,0.502704294,0.496832971
